strike,type,last_traded_price,last_traded_quantity,trade_volume,best_bid_price,best_bid_quantity,best_ask_price,best_ask_quantity,total_buy_quantity,total_sell_quantity,average_trade_price,exchange_timestamp,open_price,high_price,low_price,close_price,underlaying_price
2720000,CE,42645,20,73600,42660,20,42955,20,30920,30640,50043,1567140504,49845,56835,40975,43110,2737270
2720000,PE,21220,20,1339740,21145,140,21245,20,54300,49200,18477,1567140504,25000,25230,14550,24030,2737270
2730000,CE,36695,20,241920,36655,20,36820,80,32160,40640,43303,1567140504,35110,49640,35000,36655,2737270
2730000,PE,25045,20,1079580,24940,20,25045,20,50020,52960,21754,1567140504,16800,28930,16800,27925,2737270
2740000,CE,31005,60,577080,30920,20,31065,20,80040,63540,37394,1567140504,39630,42985,29550,31680,2737270
2740000,PE,29275,20,965640,29285,20,29365,20,51460,47180,25501,1567140504,32900,34825,20345,32170,2737270
2750000,CE,26175,20,1493060,26050,40,26100,20,146080,96340,31865,1567140504,28505,36490,24530,26750,2737270
2750000,PE,33985,40,1267000,33990,20,34100,20,70500,67720,29286,1567140504,29000,38000,23805,37370,2737270
2760000,CE,21840,20,1425520,21790,40,21890,40,104540,77440,27070,1567140504,27560,31100,20670,22870,2737270
2760000,PE,39570,40,393560,39545,100,39840,40,37520,28320,33437,1567140504,36935,43460,28020,43235,2737270
2770000,CE,18175,20,1228720,18130,20,18205,40,42840,81800,22814,1567140504,23905,26305,17150,19065,2737270
2770000,PE,45535,40,176540,45790,60,45990,20,32740,32360,39641,1567140504,42180,49095,33100,49575,2737270
2780000,CE,14995,20,1761400,14965,40,15035,40,48580,122920,18918,1567140504,17000,21900,14000,16020,2737270
2780000,PE,52975,20,54320,52605,20,53045,20,35140,29520,45742,1567140504,51035,55460,38715,56015,2737270
2790000,CE,12155,20,1056080,12175,40,12240,20,46180,75480,15597,1567140504,14400,18125,11455,13280,2737270
2790000,PE,60790,20,7580,59445,20,60600,20,28220,24740,53333,1567140504,55000,62190,45500,62795,2737270
2690000,CE,65000,20,780,62735,20,64475,20,17900,12380,74106,1567140564,67305,79215,64205,67695,2737145
2690000,PE,12935,20,877260,12880,40,12940,80,61000,52780,11642,1567140564,14400,15890,8455,14380,2737145
2700000,CE,55265,20,47860,55650,40,56090,20,113560,26340,63687,1567140564,62580,72130,54750,54730,2737145
2700000,PE,15435,20,2538880,15365,40,15440,80,74000,83760,13294,1567140564,16000,18600,10195,17240,2737145
2710000,CE,48500,20,27400,48555,20,48940,20,28000,24380,56260,1567140564,56055,64595,47865,50375,2737145
2710000,PE,18195,80,887320,18160,40,18200,820,51320,60820,15664,1567140564,20280,21700,12230,20640,2737145
2720000,CE,42055,20,74680,42020,20,42325,20,30280,30640,49927,1567140564,49845,56835,40975,43110,2737145
2720000,PE,21490,20,1366600,21485,20,21555,20,53520,54020,18538,1567140564,25000,25230,14550,24030,2737145
2730000,CE,36105,200,245040,35990,20,36180,20,31920,41000,43210,1567140564,35110,49640,35000,36655,2737145
2730000,PE,25330,20,1100460,25210,60,25325,20,48700,51820,21822,1567140564,16800,28930,16800,27925,2737145
2740000,CE,30455,20,586720,30300,60,30480,20,81080,63140,37279,1567140564,39630,42985,29550,31680,2737145
2740000,PE,29710,20,983380,29625,20,29735,20,48600,47000,25579,1567140564,32900,34825,20345,32170,2737145
2750000,CE,25615,20,1518040,25570,20,25670,40,148800,94720,31761,1567140564,28505,36490,24530,26750,2737145
2750000,PE,34500,20,1294000,34500,500,34615,40,70240,63740,29398,1567140564,29000,38000,23805,37370,2737145
2760000,CE,21425,20,1457780,21380,20,21460,40,102140,76680,26941,1567140564,27560,31100,20670,22870,2737145
2760000,PE,40470,40,395560,40065,40,40360,20,36800,28840,33472,1567140564,36935,43460,28020,43235,2737145
2770000,CE,17565,40,1247560,17530,20,17590,20,43660,79560,22737,1567140564,23905,26305,17150,19065,2737145
2770000,PE,46460,20,177980,46355,20,46630,60,32300,32560,39698,1567140564,42180,49095,33100,49575,2737145
2780000,CE,14665,200,1798900,14635,20,14695,300,52700,118920,18829,1567140564,17000,21900,14000,16020,2737145
2780000,PE,54000,20,55480,53305,40,53690,60,34900,29460,45900,1567140564,51035,55460,38715,56015,2737145
2790000,CE,11920,20,1072960,11875,20,11945,40,52180,76040,15539,1567140564,14400,18125,11455,13280,2737145
2790000,PE,61000,20,7620,60295,160,61790,20,28200,24620,53373,1567140564,55000,62190,45500,62795,2737145
2690000,CE,65000,20,780,61375,40,63140,40,17880,12320,74106,1567140624,67305,79215,64205,67695,2734385
2690000,PE,13385,20,902960,13325,20,13380,20,65460,50360,11682,1567140624,14400,15890,8455,14380,2734385
2700000,CE,54845,20,51580,54790,20,55100,20,113280,27480,63107,1567140624,62580,72130,54145,54730,2734385
2700000,PE,15930,20,2623640,15850,80,15930,40,77860,83300,13365,1567140624,16000,18600,10195,17240,2734385
2710000,CE,47510,20,27760,47835,20,48210,20,27780,24560,56153,1567140624,56055,64595,47030,50375,2734385
2710000,PE,18800,60,913120,18765,40,18840,240,52840,56480,15739,1567140624,20280,21700,12230,20640,2734385
2720000,CE,41665,20,75820,41185,20,41475,20,31160,30520,49803,1567140624,49845,56835,40730,43110,2734385
2720000,PE,22180,20,1406280,22155,100,22270,20,51760,45740,18625,1567140624,25000,25230,14550,24030,2734385
2730000,CE,35035,20,250020,34920,100,35110,20,31200,42020,43054,1567140624,35110,49640,34100,36655,2734385
2730000,PE,26095,180,1128120,26050,20,26160,20,50480,48580,21912,1567140624,16800,28930,16800,27925,2734385
2740000,CE,29765,20,610120,29500,560,29620,80,82140,63980,36997,1567140624,39630,42985,28855,31680,2734385
2740000,PE,30500,20,1013960,30420,20,30545,20,49980,42540,25708,1567140624,32900,34825,20345,32170,2734385
2750000,CE,24805,120,1548700,24690,40,24790,40,143000,96660,31628,1567140624,28505,36490,24040,26750,2734385
2750000,PE,35530,200,1325320,35435,20,35615,20,71100,58820,29523,1567140624,29000,38000,23805,37370,2734385
2760000,CE,20665,20,1495600,20610,20,20700,80,96000,76400,26792,1567140624,27560,31100,20065,22870,2734385
2760000,PE,41135,20,401180,41140,60,41500,20,36260,29200,33570,1567140624,36935,43460,28020,43235,2734385
2770000,CE,17080,80,1270820,17100,20,17170,20,43420,79120,22639,1567140624,23905,26305,16500,19065,2734385
2770000,PE,47335,80,183520,47485,20,47785,100,33160,31900,39908,1567140624,42180,49095,33100,49575,2734385
2780000,CE,14140,20,1837720,14055,20,14120,20,49100,119420,18734,1567140624,17000,21900,13665,16020,2734385
2780000,PE,54280,20,56160,54215,40,54785,40,34660,29520,45991,1567140624,51035,55460,38715,56015,2734385
2790000,CE,11495,40,1095780,11400,300,11475,40,47800,76640,15458,1567140624,14400,18125,11060,13280,2734385
2790000,PE,61000,20,7620,61170,20,62595,20,28220,24520,53373,1567140624,55000,62190,45500,62795,2734385
2690000,CE,65000,20,780,62715,20,64455,20,17940,12280,74106,1567140685,67305,79215,64205,67695,2736765
2690000,PE,12865,20,927480,12800,280,12865,40,61480,50360,11725,1567140685,14400,15890,8455,14380,2736765
2700000,CE,55735,20,54160,55740,20,56110,20,113860,26740,62725,1567140685,62580,72130,54095,54730,2736765
2700000,PE,15205,40,2680120,15240,40,15270,20,73220,88940,13415,1567140685,16000,18600,10195,17240,2736765
2710000,CE,47790,20,28280,48620,20,49035,20,27100,24220,56000,1567140685,56055,64595,47030,50375,2736765
2710000,PE,18085,40,934120,18040,20,18110,60,48160,59720,15803,1567140685,20280,21700,12230,20640,2736765
2720000,CE,42275,20,76400,42015,40,42335,20,31580,30820,49739,1567140685,49845,56835,40730,43110,2736765
2720000,PE,21405,20,1439800,21390,20,21485,40,50080,53640,18707,1567140685,25000,25230,14550,24030,2736765
2730000,CE,35985,20,255940,35970,80,36095,60,31660,41060,42871,1567140685,35110,49640,34100,36655,2736765
2730000,PE,25260,20,1152640,25170,40,25265,20,50280,60540,21999,1567140685,16800,28930,16800,27925,2736765
2740000,CE,30565,20,626600,30500,20,30585,60,84860,60140,36812,1567140685,39630,42985,28855,31680,2736765
2740000,PE,29535,20,1036440,29515,20,29640,20,47340,46420,25811,1567140685,32900,34825,20345,32170,2736765
2750000,CE,25580,20,1578080,25575,40,25650,40,150240,93600,31505,1567140685,28505,36490,24040,26750,2736765
2750000,PE,34665,20,1346500,34485,20,34670,40,68660,63060,29616,1567140685,29000,38000,23805,37370,2736765
2760000,CE,21460,20,1520100,21465,40,21545,120,102880,75680,26697,1567140685,27560,31100,20065,22870,2736765
2760000,PE,40050,20,406780,40060,40,40360,20,37560,29080,33674,1567140685,36935,43460,28020,43235,2736765
2770000,CE,17900,300,1285480,17890,40,17955,20,46620,78340,22580,1567140685,23905,26305,16500,19065,2736765
2770000,PE,46465,20,190060,46325,20,46555,40,32180,33920,40170,1567140685,42180,49095,33100,49575,2736765
2780000,CE,14795,20,1861980,14740,40,14795,20,53540,121600,18677,1567140685,17000,21900,13665,16020,2736765
2780000,PE,54455,20,56500,53175,20,53635,40,34480,30120,46043,1567140685,51035,55460,38715,56015,2736765
2790000,CE,12045,60,1112500,12020,20,12095,20,50220,73460,15401,1567140685,14400,18125,11060,13280,2736765
2790000,PE,61810,20,7660,60250,20,61395,40,28040,24840,53417,1567140685,55000,62190,45500,62795,2736765
2690000,CE,65000,20,780,63045,40,64485,80,17980,12360,74106,1567140743,67305,79215,64205,67695,2737305
2690000,PE,12670,40,943900,12635,20,12705,60,63040,50380,11736,1567140743,14400,15890,8455,14380,2737305
2700000,CE,55500,20,56140,55435,20,55840,20,113300,27020,62494,1567140743,62580,72130,54095,54730,2737305
2700000,PE,15140,40,2726760,15130,20,15165,40,81340,83460,13439,1567140743,16000,18600,10195,17240,2737305
2710000,CE,49760,20,28380,48420,20,48795,20,27440,24860,55977,1567140743,56055,64595,47030,50375,2737305
2710000,PE,17875,20,948580,17875,120,17960,300,52980,59000,15830,1567140743,20280,21700,12230,20640,2737305
2720000,CE,42000,20,77040,41915,20,42155,40,31820,31800,49680,1567140743,49845,56835,40730,43110,2737305
2720000,PE,21275,60,1465680,21215,60,21285,60,56900,53900,18745,1567140743,25000,25230,14550,24030,2737305
2730000,CE,35895,20,260080,35685,20,35890,60,31640,42700,42768,1567140743,35110,49640,34100,36655,2737305
2730000,PE,25005,20,1175440,24955,20,25035,60,51300,55560,22050,1567140743,16800,28930,16800,27925,2737305
2740000,CE,30175,20,637440,30180,20,30310,40,84200,62660,36711,1567140743,39630,42985,28855,31680,2737305
2740000,PE,29325,20,1049440,29250,100,29355,40,47080,47740,25849,1567140743,32900,34825,20345,32170,2737305
2750000,CE,25535,20,1606320,25445,40,25535,40,147520,94680,31407,1567140743,28505,36490,24040,26750,2737305
2750000,PE,34105,20,1358960,34205,40,34370,40,70580,61620,29654,1567140743,29000,38000,23805,37370,2737305
2760000,CE,21255,20,1540460,21265,20,21350,20,101620,74700,26632,1567140743,27560,31100,20065,22870,2737305
2760000,PE,39810,20,410720,39780,60,39995,20,38660,29240,33730,1567140743,36935,43460,28020,43235,2737305
2770000,CE,17660,40,1302220,17680,40,17740,60,44180,78940,22522,1567140743,23905,26305,16500,19065,2737305
2770000,PE,46110,20,192540,46115,60,46430,40,32000,33800,40239,1567140743,42180,49095,33100,49575,2737305
2780000,CE,14660,20,1886660,14595,20,14665,40,50880,122000,18629,1567140743,17000,21900,13665,16020,2737305
2780000,PE,52575,20,56740,53095,20,53670,60,34780,29680,46070,1567140743,51035,55460,38715,56015,2737305
2790000,CE,11840,20,1125340,11855,200,11905,20,47420,75920,15364,1567140743,14400,18125,11060,13280,2737305
2790000,PE,59735,20,7680,59740,20,61090,100,28220,24720,53433,1567140743,55000,62190,45500,62795,2737305
2690000,CE,65000,20,780,64575,20,66040,60,17920,12300,74106,1567140804,67305,79215,64205,67695,2740030
2690000,PE,11925,40,957940,11920,60,11985,40,60220,51580,11742,1567140804,14400,15890,8455,14380,2740030
2700000,CE,58075,20,57800,57525,20,57870,60,113380,27240,62361,1567140804,62580,72130,54095,54730,2740030
2700000,PE,14210,20,2762080,14145,40,14210,40,80620,92360,13452,1567140804,16000,18600,10195,17240,2740030
2710000,CE,50665,20,28980,50235,20,50565,20,26820,24700,55864,1567140804,56055,64595,47030,50375,2740030
2710000,PE,16895,40,959400,16825,20,16925,20,48440,59380,15845,1567140804,20280,21700,12230,20640,2740030
2720000,CE,43635,20,77840,43385,20,43645,20,31560,31380,49616,1567140804,49845,56835,40730,43110,2740030
2720000,PE,20045,60,1489520,20000,20,20100,60,49540,55940,18772,1567140804,25000,25230,14550,24030,2740030
2730000,CE,37315,20,263020,37160,80,37310,20,32480,43520,42706,1567140804,35110,49640,34100,36655,2740030
2730000,PE,23585,20,1190900,23585,400,23640,20,46020,56320,22078,1567140804,16800,28930,16800,27925,2740030
2740000,CE,31500,40,651780,31430,20,31565,40,83280,58600,36596,1567140804,39630,42985,28855,31680,2740030
2740000,PE,27925,60,1068460,27890,40,28000,60,46680,47480,25891,1567140804,32900,34825,20345,32170,2740030
2750000,CE,26685,40,1628600,26585,60,26685,180,149980,91700,31339,1567140804,28505,36490,24040,26750,2740030
2750000,PE,32400,40,1372560,32320,60,32420,20,66480,62260,29685,1567140804,29000,38000,23805,37370,2740030
2760000,CE,22495,20,1550200,22445,20,22515,20,106500,77720,26604,1567140804,27560,31100,20065,22870,2740030
2760000,PE,37860,20,414960,38040,80,38380,20,37940,29980,33775,1567140804,36935,43460,28020,43235,2740030
2770000,CE,18610,120,1315600,18545,20,18605,300,49000,76500,22482,1567140804,23905,26305,16500,19065,2740030
2770000,PE,44085,20,194040,44335,20,44635,20,33060,33280,40269,1567140804,42180,49095,33100,49575,2740030
2780000,CE,15450,20,1901500,15430,20,15470,20,55560,117620,18604,1567140804,17000,21900,13665,16020,2740030
2780000,PE,50600,20,57920,50905,20,51540,20,34140,29980,46165,1567140804,51035,55460,38715,56015,2740030
2790000,CE,12560,40,1134280,12500,2100,12540,80,51420,74280,15341,1567140804,14400,18125,11060,13280,2740030
2790000,PE,57380,20,7760,57715,120,58650,20,28060,24720,53477,1567140804,55000,62190,45500,62795,2740030
2690000,CE,65000,20,780,64075,20,65640,80,17940,12320,74106,1567140864,67305,79215,64205,67695,2739125
2690000,PE,12180,40,962380,12175,40,12230,20,58860,51980,11744,1567140864,14400,15890,8455,14380,2739125
2700000,CE,57200,20,57940,57105,20,57475,20,114180,27200,62348,1567140864,62580,72130,54095,54730,2739125
2700000,PE,14640,40,2784340,14555,60,14620,80,80880,92300,13460,1567140864,16000,18600,10195,17240,2739125
2710000,CE,50665,20,28980,49845,40,50360,40,27580,23480,55864,1567140864,56055,64595,47030,50375,2739125
2710000,PE,17435,20,967380,17310,20,17395,20,50620,61860,15857,1567140864,20280,21700,12230,20640,2739125
2720000,CE,43365,20,77980,43080,20,43340,20,32020,31620,49605,1567140864,49845,56835,40730,43110,2739125
2720000,PE,20615,20,1504640,20525,20,20590,20,51420,56500,18789,1567140864,25000,25230,14550,24030,2739125
2730000,CE,36955,20,265620,36900,80,37000,1000,32500,44160,42651,1567140864,35110,49640,34100,36655,2739125
2730000,PE,24240,20,1200320,24215,40,24310,20,49160,56840,22094,1567140864,16800,28930,16800,27925,2739125
2740000,CE,31185,20,655340,31180,20,31295,20,82480,59820,36567,1567140864,39630,42985,28855,31680,2739125
2740000,PE,28580,20,1076220,28430,120,28565,20,47060,50680,25908,1567140864,32900,34825,20345,32170,2739125
2750000,CE,26445,20,1641760,26375,200,26460,80,153320,92700,31300,1567140864,28505,36490,24040,26750,2739125
2750000,PE,33145,40,1378540,33130,20,33295,20,65560,61800,29700,1567140864,29000,38000,23805,37370,2739125
2760000,CE,22130,20,1561960,22135,80,22235,160,108360,79220,26571,1567140864,27560,31100,20065,22870,2739125
2760000,PE,38960,20,417580,38650,20,38930,20,38800,30580,33807,1567140864,36935,43460,28020,43235,2739125
2770000,CE,18435,20,1324420,18435,20,18510,20,48180,78060,22455,1567140864,23905,26305,16500,19065,2739125
2770000,PE,44940,20,195520,44980,20,45135,20,33500,34880,40304,1567140864,42180,49095,33100,49575,2739125
2780000,CE,15250,20,1913580,15210,300,15255,120,54520,119620,18582,1567140864,17000,21900,13665,16020,2739125
2780000,PE,51980,20,58300,51670,40,52185,20,34340,29240,46203,1567140864,51035,55460,38715,56015,2739125
2790000,CE,12435,20,1143740,12400,20,12450,20,49360,75220,15317,1567140864,14400,18125,11060,13280,2739125
2790000,PE,59790,40,7960,58715,20,59795,20,28240,24700,53636,1567140864,55000,62190,45500,62795,2739125
2690000,CE,65000,20,780,63070,20,64580,80,17900,12340,74106,1567140924,67305,79215,64205,67695,2738210
2690000,PE,12465,20,971320,12470,20,12540,60,58020,49940,11749,1567140924,14400,15890,8455,14380,2738210
2700000,CE,56300,20,58020,56180,20,56545,20,113840,26220,62340,1567140924,62580,72130,54095,54730,2738210
2700000,PE,14900,40,2808520,14970,40,15010,100,82560,94780,13471,1567140924,16000,18600,10195,17240,2738210
2710000,CE,49055,20,29020,49105,20,49475,20,27820,24240,55854,1567140924,56055,64595,47030,50375,2738210
2710000,PE,17750,20,974020,17780,200,17860,60,49700,58700,15869,1567140924,20280,21700,12230,20640,2738210
2720000,CE,42545,20,78400,42350,20,42595,60,32180,31660,49568,1567140924,49845,56835,40730,43110,2738210
2720000,PE,21155,20,1520420,21085,20,21165,20,53160,58580,18811,1567140924,25000,25230,14550,24030,2738210
2730000,CE,36425,20,267780,36205,20,36390,20,32560,41660,42603,1567140924,35110,49640,34100,36655,2738210
2730000,PE,24955,40,1210300,24850,80,24960,20,52540,59220,22114,1567140924,16800,28930,16800,27925,2738210
2740000,CE,30655,100,661020,30615,20,30720,120,82540,57920,36518,1567140924,39630,42985,28855,31680,2738210
2740000,PE,29270,20,1084320,29170,20,29290,20,50660,49480,25931,1567140924,32900,34825,20345,32170,2738210
2750000,CE,25915,40,1653740,25810,40,25915,100,152800,95260,31262,1567140924,28505,36490,24040,26750,2738210
2750000,PE,34000,60,1387420,34045,20,34180,40,66640,60660,29726,1567140924,29000,38000,23805,37370,2738210
2760000,CE,21690,20,1574260,21680,40,21750,20,106900,80140,26535,1567140924,27560,31100,20065,22870,2738210
2760000,PE,39800,40,418020,39515,20,39845,20,38940,29880,33813,1567140924,36935,43460,28020,43235,2738210
2770000,CE,18040,40,1331020,17995,20,18085,40,46680,80380,22433,1567140924,23905,26305,16500,19065,2738210
2770000,PE,46000,20,196920,45770,20,46060,20,33180,34020,40341,1567140924,42180,49095,33100,49575,2738210
2780000,CE,14905,20,1931300,14850,40,14905,260,53100,122120,18550,1567140924,17000,21900,13665,16020,2738210
2780000,PE,52770,20,58420,52530,20,53050,20,31900,26940,46217,1567140924,51035,55460,38715,56015,2738210
2790000,CE,12155,100,1151560,12105,20,12145,20,48940,75200,15296,1567140924,14400,18125,11060,13280,2738210
2790000,PE,59790,40,7960,59610,20,60585,20,28320,24620,53636,1567140924,55000,62190,45500,62795,2738210
2690000,CE,65000,20,780,64485,40,66095,80,17920,12260,74106,1567140985,67305,79215,64205,67695,2739710
2690000,PE,11915,20,976200,11925,100,11980,40,56580,52680,11751,1567140985,14400,15890,8455,14380,2739710
2700000,CE,58100,20,58500,57725,20,58060,20,113800,26960,62303,1567140985,62580,72130,54095,54730,2739710
2700000,PE,14325,40,2825440,14325,60,14380,60,86000,98660,13478,1567140985,16000,18600,10195,17240,2739710
2710000,CE,50560,20,29040,50555,20,50925,20,27600,23920,55851,1567140985,56055,64595,47030,50375,2739710
2710000,PE,17045,40,978400,17035,100,17110,40,48380,59560,15876,1567140985,20280,21700,12230,20640,2739710
2720000,CE,43960,20,79240,43515,20,43745,20,32520,31180,49505,1567140985,49845,56835,40730,43110,2739710
2720000,PE,20200,200,1530980,20205,20,20280,20,53100,61620,18824,1567140985,25000,25230,14550,24030,2739710
2730000,CE,37615,20,268440,37340,20,37525,40,32800,41380,42589,1567140985,35110,49640,34100,36655,2739710
2730000,PE,23935,40,1221700,23935,20,24030,20,48660,58980,22134,1567140985,16800,28930,16800,27925,2739710
2740000,CE,31765,40,665500,31610,20,31745,100,83520,58180,36482,1567140985,39630,42985,28855,31680,2739710
2740000,PE,28095,20,1094660,28100,120,28215,20,52220,50900,25957,1567140985,32900,34825,20345,32170,2739710
2750000,CE,26975,20,1666560,26775,20,26855,20,153480,93280,31224,1567140985,28505,36490,24040,26750,2739710
2750000,PE,32835,20,1393520,32710,100,32870,40,66280,62500,29743,1567140985,29000,38000,23805,37370,2739710
2760000,CE,22545,20,1585200,22540,40,22600,20,108480,79700,26504,1567140985,27560,31100,20065,22870,2739710
2760000,PE,38340,20,418780,38195,40,38525,20,38580,29980,33822,1567140985,36935,43460,28020,43235,2739710
2770000,CE,18715,20,1337760,18665,40,18730,40,49300,79480,22413,1567140985,23905,26305,16500,19065,2739710
2770000,PE,44710,20,197920,44400,60,44650,20,32740,34220,40369,1567140985,42180,49095,33100,49575,2739710
2780000,CE,15500,200,1944920,15460,40,15510,20,55360,119100,18526,1567140985,17000,21900,13665,16020,2739710
2780000,PE,50910,20,58600,51000,20,51570,20,31860,27180,46236,1567140985,51035,55460,38715,56015,2739710
2790000,CE,12610,20,1158580,12575,20,12630,20,49340,74120,15278,1567140985,14400,18125,11060,13280,2739710
2790000,PE,58405,20,8000,58210,100,59210,20,28200,24740,53665,1567140985,55000,62190,45500,62795,2739710
2690000,CE,65000,20,780,64055,20,65635,20,17920,12340,74106,1567141045,67305,79215,64205,67695,2739475
2690000,PE,12060,20,982120,12000,40,12060,40,57480,52880,11752,1567141045,14400,15890,8455,14380,2739475
2700000,CE,57325,20,58620,56950,20,57410,40,113180,27240,62293,1567141045,62580,72130,54095,54730,2739475
2700000,PE,14500,40,2845740,14450,40,14505,120,85480,100820,13485,1567141045,16000,18600,10195,17240,2739475
2710000,CE,50250,40,29100,50155,20,50585,20,27420,24860,55839,1567141045,56055,64595,47030,50375,2739475
2710000,PE,17195,20,983960,17135,60,17225,40,49660,59140,15883,1567141045,20280,21700,12230,20640,2739475
2720000,CE,43595,60,80140,43245,20,43465,40,32420,30720,49437,1567141045,49845,56835,40730,43110,2739475
2720000,PE,20410,20,1540520,20340,20,20435,20,56280,63140,18833,1567141045,25000,25230,14550,24030,2739475
2730000,CE,37260,40,269600,36935,20,37115,20,33000,42760,42565,1567141045,35110,49640,34100,36655,2739475
2730000,PE,24130,20,1230320,24065,20,24165,100,49100,62600,22148,1567141045,16800,28930,16800,27925,2739475
2740000,CE,31400,120,669220,31425,20,31510,120,84080,58200,36454,1567141045,39630,42985,28855,31680,2739475
2740000,PE,28470,100,1105240,28300,20,28390,40,52440,49240,25979,1567141045,32900,34825,20345,32170,2739475
2750000,CE,26560,20,1676540,26505,160,26615,60,156200,94140,31197,1567141045,28505,36490,24040,26750,2739475
2750000,PE,33165,20,1399080,32950,20,33000,80,69100,62160,29755,1567141045,29000,38000,23805,37370,2739475
2760000,CE,22265,20,1601500,22250,20,22345,20,107800,83220,26462,1567141045,27560,31100,20065,22870,2739475
2760000,PE,38540,20,419340,38410,40,38695,60,40480,29720,33828,1567141045,36935,43460,28020,43235,2739475
2770000,CE,18485,20,1344620,18460,20,18540,40,47780,83760,22394,1567141045,23905,26305,16500,19065,2739475
2770000,PE,45080,20,198780,44820,20,45140,20,34560,33140,40388,1567141045,42180,49095,33100,49575,2739475
2780000,CE,15215,20,1951620,15270,20,15335,160,55340,122360,18515,1567141045,17000,21900,13665,16020,2739475
2780000,PE,51905,40,58660,51465,20,52015,40,33000,27000,46242,1567141045,51035,55460,38715,56015,2739475
2790000,CE,12410,20,1163480,12405,20,12460,20,48840,75100,15267,1567141045,14400,18125,11060,13280,2739475
2790000,PE,58405,20,8000,58215,60,59000,20,29180,24740,53665,1567141045,55000,62190,45500,62795,2739475
2690000,CE,65000,20,780,65600,20,67150,20,17940,12440,74106,1567141104,67305,79215,64205,67695,2742115
2690000,PE,11495,20,990440,11495,20,11560,160,59700,54160,11751,1567141104,14400,15890,8455,14380,2742115
2700000,CE,59410,20,59300,58700,20,59175,40,112960,27020,62255,1567141104,62580,72130,54095,54730,2742115
2700000,PE,13860,20,2885160,13830,180,13890,20,80200,98200,13494,1567141104,16000,18600,10195,17240,2742115
2710000,CE,51950,20,29940,51585,20,51930,20,26980,24000,55724,1567141104,56055,64595,47030,50375,2742115
2710000,PE,16435,60,994520,16430,200,16500,20,49800,58460,15891,1567141104,20280,21700,12230,20640,2742115
2720000,CE,44835,20,80840,44500,20,44700,20,32040,31240,49397,1567141104,49845,56835,40730,43110,2742115
2720000,PE,19525,20,1565420,19530,140,19615,20,56500,64700,18847,1567141104,25000,25230,14550,24030,2742115
2730000,CE,38240,20,272960,38100,20,38335,40,33020,41640,42513,1567141104,35110,49640,34100,36655,2742115
2730000,PE,23070,20,1242480,23050,20,23135,20,46080,59260,22161,1567141104,16800,28930,16800,27925,2742115
2740000,CE,32530,20,678000,32335,20,32445,80,84380,57860,36397,1567141104,39630,42985,28855,31680,2742115
2740000,PE,27180,20,1129020,27140,40,27245,20,47640,48980,26012,1567141104,32900,34825,20345,32170,2742115
2750000,CE,27375,20,1688180,27290,40,27385,60,155740,94400,31168,1567141104,28505,36490,24040,26750,2742115
2750000,PE,31475,20,1407980,31625,40,31800,20,68300,61720,29768,1567141104,29000,38000,23805,37370,2742115
2760000,CE,22915,20,1612960,22915,20,22990,20,107460,79940,26436,1567141104,27560,31100,20065,22870,2742115
2760000,PE,37200,20,423500,37070,40,37330,20,39700,29880,33864,1567141104,36935,43460,28020,43235,2742115
2770000,CE,19070,20,1357560,19005,20,19070,60,48600,80100,22360,1567141104,23905,26305,16500,19065,2742115
2770000,PE,43135,40,201100,43055,140,43285,20,34040,31180,40423,1567141104,42180,49095,33100,49575,2742115
2780000,CE,15745,20,1962720,15700,40,15765,60,56980,123280,18499,1567141104,17000,21900,13665,16020,2742115
2780000,PE,49325,20,58940,49570,20,50085,20,33160,27340,46260,1567141104,51035,55460,38715,56015,2742115
2790000,CE,12800,20,1174540,12750,20,12815,180,50160,75420,15242,1567141104,14400,18125,11060,13280,2742115
2790000,PE,58200,80,8220,56105,20,57755,40,29040,24740,53788,1567141104,55000,62190,45500,62795,2742115
2690000,CE,65000,20,780,64970,20,66430,80,17100,11560,74106,1567141163,67305,79215,64205,67695,2740105
2690000,PE,11900,20,994940,11850,40,11910,40,60200,55020,11751,1567141163,14400,15890,8455,14380,2740105
2700000,CE,58370,20,59540,57995,20,58395,20,113860,26660,62239,1567141163,62580,72130,54095,54730,2740105
2700000,PE,14300,200,2904860,14290,40,14340,40,80500,100280,13498,1567141163,16000,18600,10195,17240,2740105
2710000,CE,51195,20,30040,50730,20,51100,20,27760,23900,55709,1567141163,56055,64595,47030,50375,2740105
2710000,PE,17060,40,998660,16925,120,17010,160,49080,58740,15895,1567141163,20280,21700,12230,20640,2740105
2720000,CE,44010,20,81100,43995,20,44255,20,32920,31000,49381,1567141163,49845,56835,40730,43110,2740105
2720000,PE,20200,80,1574460,20190,20,20240,20,54440,65160,18854,1567141163,25000,25230,14550,24030,2740105
2730000,CE,37665,20,274200,37695,20,37875,20,33560,41480,42492,1567141163,35110,49640,34100,36655,2740105
2730000,PE,23755,20,1250480,23735,60,23845,80,50260,60540,22169,1567141163,16800,28930,16800,27925,2740105
2740000,CE,31985,20,684480,32005,20,32110,20,82300,58560,36357,1567141163,39630,42985,28855,31680,2740105
2740000,PE,27885,20,1138240,27805,20,27925,20,51720,49460,26026,1567141163,32900,34825,20345,32170,2740105
2750000,CE,26985,40,1704580,27065,40,27160,40,155060,94000,31130,1567141163,28505,36490,24040,26750,2740105
2750000,PE,32750,20,1415360,32585,20,32775,80,70040,63180,29781,1567141163,29000,38000,23805,37370,2740105
